PROPERTY_ID;FIRST_DAY_ONLINE;LAST_DAY_ONLINE;OFFER_TYPE;CUSTOMER_ID;CUSTOMER_SEGMENT;CATEGORY;PRICE_GROSS;SIZE_M2;GEO_CANTON;NUMBER_OF_ROOMS;PACKAGE_ID;PACKAGE_PRODUCT;;;;;;;;;;;;;;
j5z.htfi4;2022-11-07;2022-11-25;RENT;207009;professional;PARK;45;;ZH;;9;subscription;;;;;;;;;;;;;;
j65.q6uxl;2022-03-25;2022-04-23;BUY;82311;professional;APPT;430000;93;SG;4,5;20;subscription;;;;;;;;;;;;;;
j6p.5mcbb;2022-10-10;2022-10-27;BUY;447930;professional;HOUSE;;468;SG;5;7;subscription;;;;;;;;;;;;;;
j6r.6idy7;2022-11-08;2023-01-10;BUY;290536;professional;HOUSE;690000;107;TI;4,5;25;subscription;;;;;;;;;;;;;;
j6u.9dyz7;2021-05-08;2021-06-21;RENT;295513;private;APPT;3800;94;ZH;2,5;33;premium;;;;;;;;;;;;;;
j6y.4i5qp;2022-11-05;2022-11-05;RENT;600;professional;APPT;900;122;SG;4,5;18;subscription;;;;;;;;;;;;;;
j7o.5q3h8;2022-12-04;2023-01-01;RENT;447319;professional;APPT;2280;146;BE;5,5;4;subscription;;;;;;;;;;;;;;
j8y.f0xpk;2022-08-13;2022-08-13;RENT;516;professional;APPT;750;66;BS;2,5;13;subscription;;;;;;;;;;;;;;
j94.5l6g3;2022-10-08;2022-10-08;RENT;483334;professional;APPT;600;46;VD;1,5;17;subscription;;;;;;;;;;;;;;
j9i.3ch6y;2022-05-20;2022-06-22;BUY;83612;professional;APPT;675000;127;AG;4,5;21;subscription;;;;;;;;;;;;;;
j9x.9rtw3;2022-08-11;2022-08-29;RENT;439242;professional;PARK;100;;ZH;;22;subscription;;;;;;;;;;;;;;
ja1.pbyqv;2021-08-27;2021-10-14;RENT;389232;private;APPT;1800;71;ZH;2,5;33;premium;;;;;;;;;;;;;;
jay.tbg9d;2022-08-13;2022-08-13;RENT;516;professional;APPT;1000;98;ZH;3,5;13;subscription;;;;;;;;;;;;;;
jaz.0n4mk;2022-10-08;2022-10-08;RENT;483334;professional;APPT;715;98;AG;3,5;17;subscription;;;;;;;;;;;;;;
jb1.67ya2;2022-06-02;2022-06-16;RENT;443059;private;HOUSE;2200;145;ZH;5,5;31;basic;;;;;;;;;;;;;;
jb6.3y4k2;2022-08-27;2022-08-27;RENT;439242;professional;APPT;700;112;BL;3,5;22;subscription;;;;;;;;;;;;;;
jbb.pt8ul;2022-10-08;2022-10-08;RENT;483334;professional;APPT;500;44;GR;1,5;17;subscription;;;;;;;;;;;;;;
jbh.k8prq;2022-09-06;2022-09-26;RENT;594;professional;APPT;1020;;TG;2,5;16;subscription;;;;;;;;;;;;;;
jbh.lyeat;2022-06-23;2022-11-18;RENT;22107;professional;INDUS;1595;102;AG;1;1;subscription;;;;;;;;;;;;;;
jci.rniin;2022-08-13;2022-08-13;RENT;516;professional;APPT;500;44;AG;1,5;13;subscription;;;;;;;;;;;;;;
jcu.a1kec;2022-04-04;2022-04-07;RENT;198612;professional;APPT;2075;45;ZH;2,5;7;subscription;;;;;;;;;;;;;;
jd2.ibyva;2022-10-08;2022-10-08;RENT;483334;professional;APPT;690;67;ZH;2,5;17;subscription;;;;;;;;;;;;;;
jdj.ejjkh;2022-05-20;2022-06-30;RENT;82311;professional;APPT;2190;124;TG;4,5;20;subscription;;;;;;;;;;;;;;
jfs.pq0x3;2022-08-27;2022-08-27;RENT;439242;professional;APPT;900;119;GR;4,5;22;subscription;;;;;;;;;;;;;;
jfx.sobh6;2022-06-20;2022-06-28;RENT;441624;private;APPT;1745;;ZH;2,5;33;premium;;;;;;;;;;;;;;
jge.4aict;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1050;98;AG;3,5;3;subscription;;;;;;;;;;;;;;
jgx.8qquo;2022-11-05;2022-11-05;RENT;600;professional;APPT;1000;120;ZH;4,5;18;subscription;;;;;;;;;;;;;;
jh3.4l9tm;2022-11-18;2022-11-28;RENT;449218;professional;APPT;1500;70;VD;3;11;subscription;;;;;;;;;;;;;;
jhn.gvpdq;2023-01-17;2023-01-17;RENT;594;professional;APPT;1130;45;TI;2,5;16;subscription;;;;;;;;;;;;;;
jik.2igtx;2022-08-27;2022-08-27;RENT;82311;professional;APPT;1190;38;TG;2,5;20;subscription;;;;;;;;;;;;;;
jil.hjyya;2022-10-08;2022-10-08;RENT;483334;professional;APPT;1000;120;BE;4,5;17;subscription;;;;;;;;;;;;;;
jin.xuylb;2021-09-10;2021-10-03;RENT;485393;private;APPT;1650;65;ZH;3,5;32;middle;;;;;;;;;;;;;;
jjd.yzhd3;2022-11-30;2022-12-09;RENT;441655;professional;APPT;1940;72;ZH;3,5;25;subscription;;;;;;;;;;;;;;
jjt.bvfif;2022-09-28;2022-10-10;BUY;447930;professional;HOUSE;3590000;;ZH;6,5;7;subscription;;;;;;;;;;;;;;
jjw.d5tyk;2022-09-05;2022-10-20;RENT;516;professional;APPT;1460;72;ZH;4;13;subscription;;;;;;;;;;;;;;
jkq.wvzn8;2022-05-05;2022-10-31;RENT;395655;professional;APPT;750;;VD;1;26;subscription;;;;;;;;;;;;;;
jm7.j0rtf;2021-07-08;2021-07-09;RENT;436003;professional;APPT;1805;80;LU;4;13;subscription;;;;;;;;;;;;;;
jmd.jettv;2022-05-25;2022-06-14;RENT;26208;professional;APPT;2080;123;AG;4,5;6;subscription;;;;;;;;;;;;;;
jmn.9c33q;2022-05-31;2022-10-31;RENT;397118;professional;APPT;1650;100;TI;4;27;subscription;;;;;;;;;;;;;;
jmp.11pww;2021-11-23;2021-12-23;RENT;310008;private;APPT;2400;82;ZH;2,5;33;premium;;;;;;;;;;;;;;
joq.75hkx;2022-02-10;2022-03-17;RENT;436545;professional;APPT;1385;50;ZH;2,5;16;subscription;;;;;;;;;;;;;;
jor.os8kf;2022-06-09;2022-07-04;RENT;447319;professional;APPT;1320;59;LU;3;4;subscription;;;;;;;;;;;;;;
joz.majk5;2022-08-13;2022-08-13;RENT;516;professional;APPT;800;98;GR;3,5;13;subscription;;;;;;;;;;;;;;
jp1.cmhek;2022-06-16;2022-06-22;RENT;394642;professional;APPT;1540;57;ZH;3;25;subscription;;;;;;;;;;;;;;
jpf.m795u;2022-10-27;2022-11-07;BUY;447930;professional;APPT;1550000;;SG;4,5;7;subscription;;;;;;;;;;;;;;
jpk.t3e9u;2022-03-31;2022-04-07;RENT;235662;professional;PARK;125;;ZH;;12;subscription;;;;;;;;;;;;;;
jq6.mn2jz;2021-06-06;2021-06-12;RENT;398612;private;APPT;1556;;ZH;4;32;middle;;;;;;;;;;;;;;
jqm.taxfe;2023-01-09;2023-01-19;BUY;447930;professional;APPT;1050000;100;SG;4,5;7;subscription;;;;;;;;;;;;;;
jqu.smek5;2022-05-23;2022-06-01;RENT;207009;professional;SECONDARY;160;21;ZH;1;9;subscription;;;;;;;;;;;;;;
jqx.9k1ig;2022-07-14;2022-07-14;RENT;435799;private;APPT;1480;62;AG;2,5;31;basic;;;;;;;;;;;;;;
jro.eqebg;2022-04-29;2022-05-02;BUY;358;professional;HOUSE;1700000;160;ZH;5,5;7;subscription;;;;;;;;;;;;;;
jrv.vatvd;2022-10-08;2022-10-08;RENT;483334;professional;APPT;500;44;ZH;1,5;17;subscription;;;;;;;;;;;;;;
js4.pm1gr;2022-08-13;2022-08-13;RENT;516;professional;APPT;800;98;ZH;3,5;13;subscription;;;;;;;;;;;;;;
jsk.8o605;2022-08-09;2022-08-31;BUY;24709;professional;APPT;810000;173;LU;5,5;4;subscription;;;;;;;;;;;;;;
jtv.raiqw;2022-05-23;2022-06-01;BUY;594;professional;APPT;945000;130;TG;4,5;16;subscription;;;;;;;;;;;;;;
jtv.vaw63;2023-01-16;2023-01-16;RENT;54907;professional;PARK;165;;LU;;9;subscription;;;;;;;;;;;;;;
ju9.8kagl;2022-11-05;2022-11-05;RENT;600;professional;APPT;500;45;AG;1,5;18;subscription;;;;;;;;;;;;;;
juc.j9yc7;2022-10-25;2022-10-25;RENT;347;professional;INDUS;130167;7100;ZH;;6;subscription;;;;;;;;;;;;;;
juq.7c7jz;2023-01-21;2023-01-21;BUY;594;professional;APPT;515000;100;TG;4,5;16;subscription;;;;;;;;;;;;;;
juz.021ew;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1250;127;ZH;4,5;3;subscription;;;;;;;;;;;;;;
juz.teutj;2022-05-14;2022-06-02;RENT;22107;professional;APPT;1860;104;AG;3,5;1;subscription;;;;;;;;;;;;;;
jv8.gaqqo;2022-11-02;2022-12-01;RENT;13023;professional;APPT;3700;99;ZH;3,5;25;subscription;;;;;;;;;;;;;;
jvh.nqd4o;2022-10-10;2022-10-10;BUY;22807;professional;APPT;985000;148;TG;4,5;3;subscription;;;;;;;;;;;;;;
jvs.q1794;2022-05-10;2022-06-23;RENT;393268;private;APPT;1640;55;ZH;2,5;32;middle;;;;;;;;;;;;;;
jwd.e6683;2022-09-16;2022-10-10;RENT;389383;professional;APPT;4500;103;ZH;3,5;14;subscription;;;;;;;;;;;;;;
jwe.6lx8r;2022-11-15;2022-11-15;BUY;290536;professional;APPT;620000;140;TI;4,5;25;subscription;;;;;;;;;;;;;;
jwo.3hcch;2021-08-19;2021-09-16;RENT;444268;private;APPT;2240;80;ZH;3,5;31;basic;;;;;;;;;;;;;;
jwr.n6shw;2022-08-13;2022-08-13;RENT;516;professional;APPT;800;98;ZH;3,5;13;subscription;;;;;;;;;;;;;;
jws.2fwjk;2022-03-25;2022-06-09;BUY;104517;professional;HOUSE;;180;TI;8;22;subscription;;;;;;;;;;;;;;
jwv.2icqx;2022-10-02;2022-10-02;RENT;447319;professional;APPT;1200;70;GE;3;4;subscription;;;;;;;;;;;;;;
jyv.g8h5x;2021-09-22;2022-01-20;RENT;398706;professional;APPT;1990;112;SO;4,5;2;subscription;;;;;;;;;;;;;;
jzl.031vk;2022-11-08;2022-11-09;BUY;397118;professional;APPT;1150000;71;GR;3,5;27;subscription;;;;;;;;;;;;;;
jzn.sgqo8;2022-12-06;2022-12-16;RENT;240062;private;APPT;2730;120;TG;4,5;31;basic;;;;;;;;;;;;;;
jzq.sxlte;2022-04-05;2022-04-05;RENT;66113;professional;HOUSE;3900;1320;VD;5,5;14;subscription;;;;;;;;;;;;;;
k0d.csnur;2022-10-21;2022-11-03;RENT;64733;professional;HOUSE;8000;90;VS;4,5;13;subscription;;;;;;;;;;;;;;
k0f.vopsb;2022-12-09;2022-12-09;RENT;449218;professional;APPT;1470;64;VD;2,5;11;subscription;;;;;;;;;;;;;;
k1o.804vj;2022-05-23;2022-07-11;RENT;395655;professional;APPT;1650;;VD;4,5;26;subscription;;;;;;;;;;;;;;
k24.shbny;2021-06-24;2021-06-29;RENT;238534;private;APPT;1997;63;ZH;3,5;32;middle;;;;;;;;;;;;;;
k32.y0sfc;2021-08-24;2021-12-22;RENT;483867;private;APPT;1350;70;SG;3;32;middle;;;;;;;;;;;;;;
k39.sozx7;2022-03-22;2022-03-28;RENT;206711;professional;APPT;1300;38;VS;2,5;8;subscription;;;;;;;;;;;;;;
k3a.a7mog;2022-09-15;2022-09-21;RENT;116412;professional;APPT;1495;78;ZH;4;29;subscription;;;;;;;;;;;;;;
k3f.kvtqe;2022-04-27;2022-05-06;RENT;113;professional;APPT;950;;BS;2;3;subscription;;;;;;;;;;;;;;
k3k.ozk9h;2021-07-02;2021-07-09;RENT;434734;private;INDUS;750;120;AG;4;32;middle;;;;;;;;;;;;;;
k3m.sb4pt;2022-07-04;2022-11-21;BUY;123611;professional;APPT;500000;100;TG;4;2;subscription;;;;;;;;;;;;;;
k3q.dx1ay;2021-04-23;2021-09-10;RENT;395567;private;INDUS;;363;BL;;31;basic;;;;;;;;;;;;;;
k49.mkesx;2022-06-14;2022-06-14;BUY;290536;professional;APPT;;70;TI;2,5;25;subscription;;;;;;;;;;;;;;
k4c.b2lo1;2022-09-01;2022-09-19;RENT;397118;professional;APPT;1420;;TI;4,5;27;subscription;;;;;;;;;;;;;;
k55.zf864;2022-10-07;2023-01-17;RENT;441803;private;APPT;1451;48;BS;2;33;premium;;;;;;;;;;;;;;
k5z.4xvjn;2022-06-17;2022-07-25;RENT;109022;professional;APPT;1490;59;ZH;1,5;23;subscription;;;;;;;;;;;;;;
k6v.j4hjm;2023-01-19;2023-01-19;RENT;447930;professional;INDUS;2000;;AG;;7;subscription;;;;;;;;;;;;;;
k6w.sxjw5;2023-01-09;2023-01-17;RENT;594;professional;PARK;40;;ZH;;16;subscription;;;;;;;;;;;;;;
k73.ibo0r;2022-09-07;2023-01-16;RENT;397118;professional;APPT;1750;110;TI;4,5;27;subscription;;;;;;;;;;;;;;
k78.lwq6u;2021-10-27;2021-10-30;RENT;483128;private;APPT;790;32;BE;1;32;middle;;;;;;;;;;;;;;
k79.6n2zj;2022-07-06;2022-07-06;BUY;290536;professional;APPT;415000;63;TI;2,5;25;subscription;;;;;;;;;;;;;;
k7c.b4tgk;2022-11-05;2022-11-05;RENT;600;professional;APPT;650;70;FR;2,5;18;subscription;;;;;;;;;;;;;;
k7c.wyayq;2022-08-27;2022-08-27;RENT;439242;professional;APPT;500;44;VD;1,5;22;subscription;;;;;;;;;;;;;;
k7r.itvr6;2022-11-05;2022-11-05;RENT;600;professional;APPT;700;69;ZH;2,5;18;subscription;;;;;;;;;;;;;;
k8b.q3jea;2022-11-05;2022-11-05;RENT;600;professional;APPT;1000;1100;AG;4,5;18;subscription;;;;;;;;;;;;;;
k8c.m5n29;2021-08-16;2021-08-16;RENT;392231;professional;APPT;;;SH;2,5;19;subscription;;;;;;;;;;;;;;
k9b.7a28r;2022-10-20;2022-10-20;RENT;66113;professional;APPT;1740;;VD;2,5;14;subscription;;;;;;;;;;;;;;
k9i.tm1sg;2022-10-08;2022-10-08;RENT;483334;professional;APPT;730;65;ZH;2,5;17;subscription;;;;;;;;;;;;;;
k9m.l1hm7;2022-05-31;2022-06-15;RENT;289844;professional;PARK;70;;SG;;24;subscription;;;;;;;;;;;;;;
k9z.he5g0;2022-06-20;2022-12-09;RENT;358;professional;INDUS;11692;460;ZH;;7;subscription;;;;;;;;;;;;;;
kbo.didfx;2022-09-29;2022-11-18;BUY;487908;professional;APPT;925000;100;ZH;3,5;20;subscription;;;;;;;;;;;;;;
kc1.y6xzb;2022-10-20;2022-12-20;BUY;483334;professional;HOUSE;949000;160;VS;6,5;17;subscription;;;;;;;;;;;;;;
kcq.bmzq9;2021-07-05;2021-08-20;RENT;483543;private;APPT;1370;71;BE;3,5;31;basic;;;;;;;;;;;;;;
kd2.90in6;2023-01-19;2023-01-19;RENT;447930;professional;INDUS;1130;26;SG;;7;subscription;;;;;;;;;;;;;;
kej.obbaz;2022-08-27;2022-08-27;RENT;439242;professional;APPT;900;120;ZH;4,5;22;subscription;;;;;;;;;;;;;;
ken.4tk4i;2022-10-08;2022-10-08;RENT;483334;professional;APPT;1000;1167;SZ;4,5;17;subscription;;;;;;;;;;;;;;
kf3.t53tr;2022-04-26;2022-06-22;BUY;290536;professional;APPT;510000;64;TI;2,5;25;subscription;;;;;;;;;;;;;;
kfr.yisyz;2022-07-20;2022-07-26;RENT;284205;private;HOUSE;4200;150;BS;6;32;middle;;;;;;;;;;;;;;
kfu.ottm7;2023-01-19;2023-01-21;RENT;445412;private;APPT;1850;92;ZH;3,5;33;premium;;;;;;;;;;;;;;
kg7.0s4e5;2022-11-23;2022-11-25;RENT;64733;professional;APPT;1485;58;VD;2,5;13;subscription;;;;;;;;;;;;;;
kg7.vuins;2022-10-02;2022-10-02;RENT;447319;professional;APPT;1000;52;BS;2;4;subscription;;;;;;;;;;;;;;
kha.lzmlw;2022-08-29;2022-08-31;BUY;79920;professional;APPT;1380000;115;ZH;4,5;18;subscription;;;;;;;;;;;;;;
khc.bl964;2021-04-18;2021-08-02;BUY;435906;private;HOUSE;498000;105;TI;4,5;33;premium;;;;;;;;;;;;;;
kht.684vl;2022-03-30;2022-04-25;RENT;207310;professional;APPT;1870;80;ZH;3,5;10;subscription;;;;;;;;;;;;;;
khz.o8enq;2022-01-09;2022-02-11;RENT;391781;private;APPT;1530;85;BL;3,5;33;premium;;;;;;;;;;;;;;
kib.t88d7;2022-07-11;2022-07-11;RENT;419;professional;INDUS;13219;705;ZH;;10;subscription;;;;;;;;;;;;;;
kii.wxntb;2023-01-28;2023-01-28;RENT;399101;professional;APPT;900;68;ZH;2,5;3;subscription;;;;;;;;;;;;;;
kil.gt8bl;2022-04-26;2022-04-26;BUY;290536;professional;APPT;780000;108;TI;3,5;25;subscription;;;;;;;;;;;;;;
kis.9j8nx;2022-10-07;2022-10-30;BUY;415887;professional;HOUSE;1675000;201;BL;7;10;subscription;;;;;;;;;;;;;;
kj4.ltvy2;2022-04-19;2022-05-10;RENT;343;professional;APPT;1035;;AG;1,5;5;subscription;;;;;;;;;;;;;;
kjd.u2h0e;2022-09-16;2022-11-07;BUY;358;professional;HOUSE;12500000;767;ZH;;7;subscription;;;;;;;;;;;;;;
kjk.9ryk0;2022-08-27;2022-08-29;RENT;439242;professional;APPT;700;112;SZ;3,5;22;subscription;;;;;;;;;;;;;;
kjp.kbbwj;2022-05-11;2022-05-18;BUY;447930;professional;HOUSE;3590000;;ZH;6,5;7;subscription;;;;;;;;;;;;;;
kjp.wseen;2022-11-15;2022-12-08;RENT;66113;professional;APPT;2458;;VD;4,5;14;subscription;;;;;;;;;;;;;;
kjy.sfuyl;2022-08-27;2022-08-27;RENT;439242;professional;APPT;700;111;SG;3,5;22;subscription;;;;;;;;;;;;;;
kk2.gyyqm;2022-04-14;2022-06-12;RENT;447319;professional;APPT;1550;;BS;3;4;subscription;;;;;;;;;;;;;;
kk4.62zqa;2022-10-08;2022-10-08;RENT;483334;professional;APPT;815;98;UR;3,5;17;subscription;;;;;;;;;;;;;;
kkp.unxr2;2022-07-18;2022-12-08;RENT;66113;professional;APPT;3120;;VD;4,5;14;subscription;;;;;;;;;;;;;;
kkz.83xre;2022-11-24;2022-12-21;RENT;447930;professional;GASTRO;2000;;AG;;7;subscription;;;;;;;;;;;;;;
klu.n0ix9;2022-06-07;2022-07-04;RENT;447319;professional;APPT;1480;65;LU;4;4;subscription;;;;;;;;;;;;;;
klz.d4q17;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1100;126;SG;4,5;3;subscription;;;;;;;;;;;;;;
kmv.latev;2022-10-08;2022-10-08;RENT;483334;professional;APPT;815;99;BE;3,5;17;subscription;;;;;;;;;;;;;;
kn1.c6zwz;2022-05-25;2022-06-30;BUY;296886;professional;HOUSE;2320000;1230;ZH;;28;subscription;;;;;;;;;;;;;;
kn5.y854j;2023-01-19;2023-01-19;BUY;447930;professional;APPT;1050000;100;SG;4,5;7;subscription;;;;;;;;;;;;;;
kn7.bti4f;2021-04-14;2021-04-19;RENT;438377;professional;PARK;150;;ZH;;20;subscription;;;;;;;;;;;;;;
kof.ibyxw;2021-08-15;2021-09-30;RENT;414070;private;APPT;1560;95;BL;4,5;33;premium;;;;;;;;;;;;;;
kop.v928q;2022-11-07;2022-11-17;BUY;447930;professional;APPT;840000;89;SG;3,5;7;subscription;;;;;;;;;;;;;;
kos.22vsk;2022-10-08;2022-10-08;RENT;483334;professional;APPT;750;67;BS;2,5;17;subscription;;;;;;;;;;;;;;
kov.9q70p;2022-11-04;2022-11-04;BUY;347;professional;PARK;30000;;AG;;6;subscription;;;;;;;;;;;;;;
kpn.q8xga;2021-08-22;2021-10-05;RENT;438120;private;APPT;1950;60;ZH;3,5;33;premium;;;;;;;;;;;;;;
kpo.iioza;2022-03-24;2023-01-23;BUY;290536;professional;APPT;400000;63;TI;2,5;25;subscription;;;;;;;;;;;;;;
kpx.gqzkg;2022-03-14;2022-04-07;BUY;487049;private;HOUSE;;1127;BS;;33;premium;;;;;;;;;;;;;;
kq1.e6bal;2021-03-09;2021-03-25;BUY;487049;private;HOUSE;;200;BS;;33;premium;;;;;;;;;;;;;;
kqb.7fu49;2022-09-01;2022-09-02;BUY;447930;professional;HOUSE;1690000;140;ZH;5,5;7;subscription;;;;;;;;;;;;;;
kqq.d8mz9;2022-11-05;2022-11-05;RENT;600;professional;APPT;1000;121;ZH;4,5;18;subscription;;;;;;;;;;;;;;
kqq.s5br2;2022-11-17;2022-11-17;BUY;79920;professional;APPT;1420000;79;ZH;2,5;18;subscription;;;;;;;;;;;;;;
ksj.m4j0j;2022-11-22;2022-11-22;RENT;397118;professional;APPT;2100;119;TI;4,5;27;subscription;;;;;;;;;;;;;;
ksq.frfmr;2022-07-11;2022-08-10;RENT;53127;professional;APPT;1140;56;TI;2;8;subscription;;;;;;;;;;;;;;
ksr.sh8k4;2023-01-05;2023-01-05;RENT;438377;professional;APPT;3000;;ZH;4,5;20;subscription;;;;;;;;;;;;;;
ksu.cgj0a;2023-01-28;2023-01-28;RENT;399101;professional;APPT;800;68;ZH;2,5;3;subscription;;;;;;;;;;;;;;
ksv.b7ozp;2022-11-05;2022-11-05;RENT;600;professional;APPT;650;70;VD;2,5;18;subscription;;;;;;;;;;;;;;
ksz.hmkde;2022-11-05;2022-11-05;RENT;600;professional;APPT;1000;100;SZ;3,5;18;subscription;;;;;;;;;;;;;;
kt5.otttf;2022-11-17;2022-11-17;BUY;79920;professional;APPT;1500000;86;ZH;3,5;18;subscription;;;;;;;;;;;;;;
ktk.b1m7f;2022-10-08;2022-10-08;RENT;483334;professional;APPT;750;65;BE;2,5;17;subscription;;;;;;;;;;;;;;
ktp.s95j9;2021-04-20;2021-05-11;RENT;438880;private;APPT;1900;94;ZH;2;31;basic;;;;;;;;;;;;;;
ktr.i92ne;2023-01-20;2023-01-26;RENT;116412;professional;APPT;2320;113;ZH;3,5;29;subscription;;;;;;;;;;;;;;
kuf.rq77v;2022-04-26;2022-05-12;RENT;449218;professional;APPT;1800;100;VD;3;11;subscription;;;;;;;;;;;;;;
kui.kc6f3;2022-09-12;2022-09-12;RENT;119009;professional;PARK;80;;ZH;;30;subscription;;;;;;;;;;;;;;
kuq.dsii6;2022-05-13;2022-05-13;BUY;387305;professional;PROP;1300000;761;TI;;10;subscription;;;;;;;;;;;;;;
kv5.0yhyi;2022-09-16;2022-10-12;BUY;290536;professional;APPT;470000;79;TI;2,5;25;subscription;;;;;;;;;;;;;;
kw1.hcfu6;2022-11-05;2022-11-05;RENT;600;professional;APPT;750;68;ZH;2,5;18;subscription;;;;;;;;;;;;;;
kw2.8071p;2022-10-08;2022-10-08;RENT;483334;professional;APPT;700;98;GL;3,5;17;subscription;;;;;;;;;;;;;;
kwr.t3unr;2022-11-11;2022-11-17;RENT;109022;professional;HOUSE;3200;;ZH;4,5;23;subscription;;;;;;;;;;;;;;
kww.lkhxt;2023-01-17;2023-01-17;RENT;308081;professional;PARK;;;ZH;;5;subscription;;;;;;;;;;;;;;
kxt.jn8av;2022-11-18;2022-12-23;RENT;449218;professional;APPT;1120;56;VD;2;11;subscription;;;;;;;;;;;;;;
kyk.fcp83;2022-08-25;2022-09-14;RENT;66113;professional;APPT;1740;;VD;2,5;14;subscription;;;;;;;;;;;;;;
kz8.q0wlb;2022-09-07;2022-09-12;RENT;441624;private;INDUS;2120;;ZH;3,5;32;middle;;;;;;;;;;;;;;
kzf.tbfjs;2022-08-23;2022-11-30;BUY;24709;professional;APPT;530000;82;AG;3,5;4;subscription;;;;;;;;;;;;;;
kzv.tchz3;2022-09-01;2022-09-08;BUY;447930;professional;HOUSE;2340000;126;ZH;5,5;7;subscription;;;;;;;;;;;;;;
l01.mdvdq;2022-08-27;2022-08-27;RENT;439242;professional;APPT;800;112;SG;3,5;22;subscription;;;;;;;;;;;;;;
l0a.ij58j;2022-09-02;2022-09-02;RENT;397118;professional;APPT;1350;58;TI;1,5;27;subscription;;;;;;;;;;;;;;
l0k.b9rmk;2022-11-05;2022-11-05;RENT;600;professional;APPT;1100;100;ZH;3,5;18;subscription;;;;;;;;;;;;;;
l1a.br10v;2022-03-25;2022-04-13;RENT;449218;professional;APPT;2450;250;VD;5,5;11;subscription;;;;;;;;;;;;;;
l2a.c0h3b;2022-12-11;2022-12-21;BUY;447930;professional;APPT;;94;SG;4,5;7;subscription;;;;;;;;;;;;;;
l3d.057xs;2023-01-20;2023-01-20;RENT;53127;professional;APPT;2070;112;TI;4,5;8;subscription;;;;;;;;;;;;;;
l3u.gnda1;2023-01-20;2023-01-20;RENT;441655;professional;APPT;1440;;ZH;2;25;subscription;;;;;;;;;;;;;;
l4m.i45ih;2022-06-15;2022-06-16;BUY;79920;professional;APPT;2050000;133;ZH;4,5;18;subscription;;;;;;;;;;;;;;
l4z.f9uel;2022-08-27;2022-08-27;RENT;439242;professional;APPT;800;66;ZH;2,5;22;subscription;;;;;;;;;;;;;;
l5j.nioqb;2022-07-12;2022-08-02;RENT;516;professional;APPT;1490;62;ZH;2;13;subscription;;;;;;;;;;;;;;
l5v.hbano;2021-12-04;2021-12-04;RENT;451104;private;APPT;900;102;ZH;3,5;31;basic;;;;;;;;;;;;;;
l69.ygvgv;2022-06-01;2022-06-03;BUY;393346;professional;APPT;1310000;;GE;4;21;subscription;;;;;;;;;;;;;;
l6n.q8h1l;2022-09-26;2022-11-15;RENT;119009;professional;APPT;1330;;SG;2;30;subscription;;;;;;;;;;;;;;
l73.6qoew;2022-10-20;2022-10-20;RENT;483334;professional;APPT;415000;70;VS;2,5;17;subscription;;;;;;;;;;;;;;
l7c.p3sfc;2022-09-28;2022-10-10;BUY;447930;professional;APPT;875000;;SG;3,5;7;subscription;;;;;;;;;;;;;;
l7i.zc06x;2022-08-27;2022-08-27;RENT;439242;professional;APPT;650;65;BE;2,5;22;subscription;;;;;;;;;;;;;;
l8i.pujxv;2022-11-21;2022-12-06;RENT;386619;professional;PARK;125;;TG;;9;subscription;;;;;;;;;;;;;;
l9c.ukwzw;2022-04-21;2022-04-26;BUY;447930;professional;APPT;1350000;133;SG;4,5;7;subscription;;;;;;;;;;;;;;
laj.liujl;2023-01-24;2023-01-24;RENT;66113;professional;APPT;2600;;VD;3,5;14;subscription;;;;;;;;;;;;;;
lam.m4jx2;2022-09-20;2022-10-12;BUY;290536;professional;APPT;850000;130;TI;4,5;25;subscription;;;;;;;;;;;;;;
lar.jn6u4;2022-08-27;2022-08-27;RENT;439242;professional;APPT;500;42;FR;1,5;22;subscription;;;;;;;;;;;;;;
lay.cq4kw;2021-03-10;2021-04-07;RENT;449250;private;APPT;2680;170;ZH;4,5;31;basic;;;;;;;;;;;;;;
lbk.rr5d4;2023-01-27;2023-01-27;RENT;441624;private;APPT;1250;;LU;3,5;31;basic;;;;;;;;;;;;;;
lc7.ffrh3;2022-09-01;2023-01-13;BUY;594;professional;HOUSE;1175000;155;TG;7,5;16;subscription;;;;;;;;;;;;;;
lc7.vuwvo;2021-05-01;2021-05-02;RENT;395027;private;APPT;1245;46;ZH;2;32;middle;;;;;;;;;;;;;;
lc9.73dzk;2022-08-27;2022-08-27;RENT;439242;professional;APPT;650;66;SZ;2,5;22;subscription;;;;;;;;;;;;;;
lcf.j3cjo;2023-01-26;2023-01-26;RENT;488687;professional;APPT;1570;99;LU;3,5;23;subscription;;;;;;;;;;;;;;
lcn.o2dns;2022-10-07;2022-11-04;RENT;449218;professional;APPT;1490;58;VD;2,5;11;subscription;;;;;;;;;;;;;;
lcq.zrkbk;2022-04-29;2022-06-16;RENT;388448;private;APPT;1490;90;SO;3;31;basic;;;;;;;;;;;;;;
ld4.f1jh2;2022-12-12;2022-12-18;RENT;447382;private;APPT;1250;43;BE;1,5;33;premium;;;;;;;;;;;;;;
lea.j5376;2022-09-19;2022-10-31;RENT;397118;professional;APPT;1800;98;TI;3,5;27;subscription;;;;;;;;;;;;;;
