PROPERTY_ID;FIRST_DAY_ONLINE;LAST_DAY_ONLINE;OFFER_TYPE;CUSTOMER_ID;CUSTOMER_SEGMENT;CATEGORY;PRICE_GROSS;SIZE_M2;GEO_CANTON;NUMBER_OF_ROOMS;PACKAGE_ID;PACKAGE_PRODUCT;;;;;;;;;;;;;;
yje.mhf3n;2022-12-05;2023-01-17;RENT;594;professional;APPT;;;TG;2,5;16;subscription;;;;;;;;;;;;;;
yjl.6ymnp;2022-02-06;2022-03-14;RENT;487005;private;INDUS;410;19;BE;1;33;premium;;;;;;;;;;;;;;
yjo.m7ih8;2022-06-09;2022-07-04;RENT;447319;professional;APPT;1550;;BS;3;4;subscription;;;;;;;;;;;;;;
ykk.d6mm0;2021-06-04;2021-06-30;RENT;389896;private;APPT;2140;65;ZH;3;32;middle;;;;;;;;;;;;;;
ykm.gzbhs;2021-11-11;2021-12-29;RENT;450922;private;INDUS;3160;80;BS;;31;basic;;;;;;;;;;;;;;
yko.12zsi;2021-10-11;2021-10-12;RENT;449178;private;APPT;1895;54;ZH;2;31;basic;;;;;;;;;;;;;;
yl2.0uzzr;2022-09-29;2022-09-29;RENT;397118;professional;APPT;1420;;TI;4;27;subscription;;;;;;;;;;;;;;
ylj.l0zmd;2022-07-11;2022-09-02;BUY;83612;professional;HOUSE;710000;136;SO;5,5;21;subscription;;;;;;;;;;;;;;
ylt.hrl8g;2022-10-02;2022-10-02;RENT;447319;professional;APPT;900;70;SH;3;4;subscription;;;;;;;;;;;;;;
ymr.otp9i;2021-08-16;2021-08-16;RENT;392231;professional;APPT;700;112;SG;3,5;19;subscription;;;;;;;;;;;;;;
ymu.8wadt;2022-09-07;2022-10-07;RENT;516;professional;APPT;1401;42;SG;2;13;subscription;;;;;;;;;;;;;;
ymz.76ik9;2022-05-23;2022-05-23;BUY;397118;professional;PROP;1724000;2155;TI;;27;subscription;;;;;;;;;;;;;;
ynv.l2o9d;2021-11-24;2022-01-25;RENT;448686;private;APPT;1600;;ZH;4,5;31;basic;;;;;;;;;;;;;;
yoc.alqt8;2021-06-30;2021-07-16;RENT;287145;professional;APPT;4610;;ZH;6;19;subscription;;;;;;;;;;;;;;
yoi.dy04e;2022-05-02;2022-06-24;BUY;290536;professional;HOUSE;590000;170;TI;6;25;subscription;;;;;;;;;;;;;;
yox.moasn;2021-06-28;2021-08-06;RENT;487908;professional;APPT;1762;95;AG;4,5;20;subscription;;;;;;;;;;;;;;
ypv.ravej;2022-04-25;2022-06-22;BUY;290536;professional;APPT;530000;68;TI;2,5;25;subscription;;;;;;;;;;;;;;
yrt.4jzn0;2021-06-01;2021-06-13;RENT;450922;private;APPT;905;36;BS;1;33;premium;;;;;;;;;;;;;;
yse.9cxkr;2022-08-03;2022-09-12;BUY;444508;professional;HOUSE;1990000;170;ZH;6,5;28;subscription;;;;;;;;;;;;;;
yso.me81r;2022-07-05;2022-08-11;BUY;415029;professional;HOUSE;1200000;220;VD;;8;subscription;;;;;;;;;;;;;;
ytf.49kpa;2022-11-16;2023-01-24;RENT;102;professional;SECONDARY;150;15;ZH;1;2;subscription;;;;;;;;;;;;;;
ytl.mxmg7;2022-09-15;2022-09-22;BUY;447930;professional;HOUSE;940000;161;SG;6;7;subscription;;;;;;;;;;;;;;
ytr.wonh5;2022-05-20;2022-07-15;BUY;82311;professional;APPT;790000;105;TG;3,5;20;subscription;;;;;;;;;;;;;;
yud.tjgqr;2022-08-27;2022-08-29;RENT;439242;professional;APPT;800;112;SO;3,5;22;subscription;;;;;;;;;;;;;;
yvf.lhuwb;2022-07-04;2022-07-07;RENT;198612;professional;PARK;150;;ZH;;7;subscription;;;;;;;;;;;;;;
yvy.3qpy2;2022-10-20;2022-10-20;RENT;66113;professional;APPT;1740;;VD;2,5;14;subscription;;;;;;;;;;;;;;
yvy.aivsk;2022-09-07;2022-09-07;RENT;397118;professional;APPT;1220;68;TI;3,5;27;subscription;;;;;;;;;;;;;;
ywm.354vj;2021-07-01;2022-02-17;RENT;435799;private;APPT;1790;83;AG;4,5;31;basic;;;;;;;;;;;;;;
ywo.4y2g0;2023-01-27;2023-01-27;BUY;594;professional;HOUSE;835000;;SH;11;16;subscription;;;;;;;;;;;;;;
ywx.g9v3q;2022-04-12;2022-10-13;RENT;397118;professional;APPT;2200;98;TI;3,5;27;subscription;;;;;;;;;;;;;;
yx5.ih57s;2022-10-19;2022-11-30;RENT;447897;private;APPT;1600;;ZH;2,5;33;premium;;;;;;;;;;;;;;
yxc.w2civ;2021-05-18;2021-08-25;RENT;441232;professional;APPT;1670;86;LU;3,5;24;subscription;;;;;;;;;;;;;;
yxr.uat9t;2022-11-05;2022-11-05;RENT;600;professional;APPT;850;100;BE;3,5;18;subscription;;;;;;;;;;;;;;
yxx.zyypo;2023-01-19;2023-01-19;BUY;83612;professional;APPT;540000;105;SO;4,5;21;subscription;;;;;;;;;;;;;;
yz1.dwlze;2022-08-27;2022-08-27;RENT;439242;professional;APPT;700;65;ZH;2,5;22;subscription;;;;;;;;;;;;;;
yza.doljg;2022-06-15;2022-07-04;RENT;364;professional;APPT;3490;73;ZH;3,5;9;subscription;;;;;;;;;;;;;;
yzl.tv4xv;2022-05-20;2022-05-25;RENT;116412;professional;APPT;1880;50;ZH;2,5;29;subscription;;;;;;;;;;;;;;
z03.igzn1;2022-11-15;2022-12-09;BUY;594;professional;APPT;895000;115;ZH;4,5;16;subscription;;;;;;;;;;;;;;
z0c.kecr4;2022-02-17;2022-03-02;RENT;390730;private;APPT;1330;71;SG;2,5;32;middle;;;;;;;;;;;;;;
z0r.tbnn1;2021-04-30;2021-05-11;RENT;484225;private;APPT;1830;71;ZH;3,5;32;middle;;;;;;;;;;;;;;
z1d.btv7p;2022-10-31;2022-11-07;BUY;447930;professional;HOUSE;3290000;;ZH;6,5;7;subscription;;;;;;;;;;;;;;
z1q.hv94b;2022-08-27;2022-08-27;RENT;439242;professional;APPT;600;42;ZH;1,5;22;subscription;;;;;;;;;;;;;;
z23.5xq3q;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1000;98;ZH;3,5;3;subscription;;;;;;;;;;;;;;
z2g.2i37v;2022-05-13;2022-05-20;RENT;594;professional;INDUS;1580;;TG;;16;subscription;;;;;;;;;;;;;;
z2x.82v1p;2022-06-02;2022-06-02;BUY;22107;professional;HOUSE;1900000;557;AG;;1;subscription;;;;;;;;;;;;;;
z32.gotzr;2021-12-30;2022-01-29;RENT;387716;private;APPT;1055;69;SG;4;32;middle;;;;;;;;;;;;;;
z33.3c19a;2022-05-09;2022-06-14;RENT;482988;private;HOUSE;5200;178;ZH;7,5;33;premium;;;;;;;;;;;;;;
z3r.4kf2y;2022-04-14;2022-04-14;RENT;719;professional;INDUS;5873;522;LU;3;21;subscription;;;;;;;;;;;;;;
z3x.oiuvi;2022-04-26;2022-09-23;BUY;290536;professional;APPT;660000;116;GR;3,5;25;subscription;;;;;;;;;;;;;;
z43.bct5l;2022-08-03;2022-08-12;BUY;444508;professional;APPT;1998000;135;ZH;5,5;28;subscription;;;;;;;;;;;;;;
z4b.vpkan;2021-11-05;2021-11-23;BUY;296886;professional;HOUSE;875000;110;ZH;4,5;28;subscription;;;;;;;;;;;;;;
z4g.0ec5g;2022-05-30;2022-08-11;RENT;70724;professional;INDUS;1470;98;LU;;17;subscription;;;;;;;;;;;;;;
z54.tt3f3;2022-02-28;2022-03-11;BUY;414988;professional;HOUSE;7500000;530;ZH;;7;subscription;;;;;;;;;;;;;;
z5k.0p6hi;2022-05-06;2022-05-16;RENT;398828;private;APPT;2702;98;ZH;3,5;31;basic;;;;;;;;;;;;;;
z60.cxo7o;2022-12-06;2022-12-06;RENT;64733;professional;APPT;950;22;NE;1,5;13;subscription;;;;;;;;;;;;;;
z6w.xv7u9;2022-04-04;2022-08-03;RENT;235662;professional;APPT;7483;48;ZH;2;12;subscription;;;;;;;;;;;;;;
z6y.4l7lz;2022-10-08;2022-10-08;RENT;483334;professional;APPT;700;68;BE;2,5;17;subscription;;;;;;;;;;;;;;
z7b.g7mik;2022-08-27;2022-08-27;RENT;439242;professional;APPT;800;112;TI;3,5;22;subscription;;;;;;;;;;;;;;
z7c.m8hh1;2021-09-04;2021-09-22;RENT;450398;private;APPT;1290;50;ZH;2,5;33;premium;;;;;;;;;;;;;;
z7e.x8epg;2022-08-02;2022-08-17;RENT;438253;professional;APPT;3475;115;BS;3,5;19;subscription;;;;;;;;;;;;;;
z7k.8ge18;2022-05-14;2022-08-23;RENT;82311;professional;PARK;75;;ZH;;20;subscription;;;;;;;;;;;;;;
z8i.jf68r;2022-11-24;2023-01-18;BUY;83612;professional;APPT;540000;105;SO;4,5;21;subscription;;;;;;;;;;;;;;
z92.o0sao;2021-07-12;2021-08-22;BUY;433664;private;HOUSE;;230;AG;7;32;middle;;;;;;;;;;;;;;
z9g.ghgp0;2022-08-03;2022-08-11;BUY;13028;professional;APPT;480000;50;TI;2,5;26;subscription;;;;;;;;;;;;;;
z9u.q3fhu;2022-04-13;2022-05-31;RENT;207310;professional;APPT;1450;45;ZH;1,5;10;subscription;;;;;;;;;;;;;;
za6.n04x8;2021-08-16;2021-08-16;RENT;392231;professional;APPT;800;112;ZH;3,5;19;subscription;;;;;;;;;;;;;;
za7.n9g8w;2022-05-12;2022-07-20;RENT;397118;professional;APPT;880;;TI;2,5;27;subscription;;;;;;;;;;;;;;
zap.n8kcl;2022-12-27;2022-12-27;BUY;198009;professional;APPT;3300000;157;GR;5,5;6;subscription;;;;;;;;;;;;;;
zbb.u0rpy;2021-08-24;2021-10-10;RENT;441624;private;APPT;1120;;LU;2;33;premium;;;;;;;;;;;;;;
zbk.b0u8x;2022-09-01;2022-11-09;BUY;594;professional;APPT;565000;100;TG;4,5;16;subscription;;;;;;;;;;;;;;
zcl.8m9bd;2022-08-27;2022-08-29;RENT;439242;professional;APPT;800;112;ZG;3,5;22;subscription;;;;;;;;;;;;;;
zd7.ilwyb;2022-09-29;2022-12-10;BUY;198009;professional;APPT;970000;70;GR;2,5;6;subscription;;;;;;;;;;;;;;
zd9.wtdhl;2023-01-01;2023-01-01;RENT;447319;professional;APPT;980;;SG;3;4;subscription;;;;;;;;;;;;;;
zdm.e9dpt;2022-04-29;2022-05-06;RENT;116412;professional;APPT;1425;;ZH;2,5;29;subscription;;;;;;;;;;;;;;
zdq.hdchg;2021-05-10;2021-06-18;BUY;296886;professional;HOUSE;1200000;140;ZH;6,5;28;subscription;;;;;;;;;;;;;;
zdw.ye6xz;2022-06-14;2022-11-15;RENT;516;professional;APPT;1965;78;ZH;4,5;13;subscription;;;;;;;;;;;;;;
zdx.firbo;2022-08-06;2022-08-22;RENT;28319;professional;APPT;1600;60;GR;3,5;7;subscription;;;;;;;;;;;;;;
ze4.gx45t;2022-10-12;2022-11-08;BUY;393346;professional;APPT;1230000;107;GE;4;21;subscription;;;;;;;;;;;;;;
zee.v8ih2;2023-01-28;2023-01-28;RENT;399101;professional;APPT;1000;98;SG;3,5;3;subscription;;;;;;;;;;;;;;
zei.gfmj4;2021-06-17;2021-07-05;RENT;413657;private;APPT;2300;150;AG;4,5;31;basic;;;;;;;;;;;;;;
zep.tyx1o;2022-09-05;2022-09-13;RENT;449218;professional;APPT;680;20;VD;1;11;subscription;;;;;;;;;;;;;;
zex.wh50f;2021-08-17;2021-10-29;RENT;387186;private;GASTRO;2400;;TG;;33;premium;;;;;;;;;;;;;;
zf2.1jbpu;2022-11-17;2022-11-24;BUY;447930;professional;APPT;840000;89;SG;3,5;7;subscription;;;;;;;;;;;;;;
zf7.h7isk;2022-09-24;2022-10-07;RENT;444622;professional;APPT;2180;107;LU;3,5;29;subscription;;;;;;;;;;;;;;
zfn.k6yiy;2022-10-08;2022-10-08;RENT;483334;professional;APPT;860;98;ZG;3,5;17;subscription;;;;;;;;;;;;;;
zfr.xi8tj;2021-06-25;2021-06-28;BUY;307336;private;APPT;493000;80;AG;3,5;32;middle;;;;;;;;;;;;;;
zgc.68xe0;2021-03-05;2021-04-07;RENT;393552;private;INDUS;1905;160;AG;3,5;31;basic;;;;;;;;;;;;;;
zgo.4nxdo;2022-09-01;2022-09-08;BUY;447930;professional;HOUSE;3590000;;ZH;6,5;7;subscription;;;;;;;;;;;;;;
zgs.j8g8y;2022-12-15;2022-12-15;RENT;397118;professional;APPT;1850;;TI;3,5;27;subscription;;;;;;;;;;;;;;
zhl.skm15;2021-08-16;2021-08-16;RENT;392231;professional;APPT;700;112;GR;3,5;19;subscription;;;;;;;;;;;;;;
zhq.92l5x;2022-08-13;2022-08-13;RENT;516;professional;APPT;550;44;VD;1,5;13;subscription;;;;;;;;;;;;;;
zhs.3imqr;2021-08-16;2021-08-16;RENT;392231;professional;APPT;1290;68;SH;2,5;19;subscription;;;;;;;;;;;;;;
zhz.p67t6;2022-02-08;2022-02-17;RENT;394642;professional;APPT;1475;75;ZH;3;25;subscription;;;;;;;;;;;;;;
zi1.t10z0;2022-06-13;2022-08-02;RENT;516;professional;APPT;1424;75;ZH;4,5;13;subscription;;;;;;;;;;;;;;
zin.7zppb;2023-01-09;2023-01-19;RENT;447930;professional;GASTRO;2000;;AG;;7;subscription;;;;;;;;;;;;;;
ziz.6qwv0;2022-11-05;2022-11-05;RENT;600;professional;APPT;1000;121;ZH;4,5;18;subscription;;;;;;;;;;;;;;
zjc.gl3na;2022-07-10;2022-07-10;BUY;206711;professional;HOUSE;1415000;150;VS;6;8;subscription;;;;;;;;;;;;;;
zjr.88vwb;2022-04-09;2022-04-15;RENT;444203;private;HOUSE;4150;180;ZH;6,5;31;basic;;;;;;;;;;;;;;
zjr.gj1up;2022-11-07;2022-11-07;BUY;28319;professional;HOUSE;610000;68;GR;3,5;7;subscription;;;;;;;;;;;;;;
zjv.1pblt;2022-09-13;2022-10-08;BUY;483334;professional;APPT;420000;76;VS;3,5;17;subscription;;;;;;;;;;;;;;
zjx.hst6o;2022-09-02;2022-12-20;RENT;594;professional;INDUS;6313;606;TG;;16;subscription;;;;;;;;;;;;;;
zjx.idyd3;2022-09-06;2022-09-06;BUY;109022;professional;HOUSE;1320000;238;ZH;7,5;23;subscription;;;;;;;;;;;;;;
zjz.790oz;2022-11-05;2022-11-05;RENT;600;professional;APPT;900;122;SO;4,5;18;subscription;;;;;;;;;;;;;;
zma.sdrjr;2021-11-30;2021-12-24;RENT;435799;private;APPT;1475;67;AG;3;32;middle;;;;;;;;;;;;;;
zmh.sw1cc;2022-08-22;2022-08-22;RENT;54907;professional;INDUS;5408;457;LU;;9;subscription;;;;;;;;;;;;;;
zn5.cyo4m;2021-04-19;2021-04-25;RENT;484805;private;APPT;2220;106;ZH;4,5;32;middle;;;;;;;;;;;;;;
znl.1aj46;2022-05-30;2022-06-17;RENT;66113;professional;APPT;1128;;VD;4,5;14;subscription;;;;;;;;;;;;;;
zo4.34mif;2022-09-15;2022-09-22;BUY;447930;professional;HOUSE;560000;150;;5;7;subscription;;;;;;;;;;;;;;
zo9.alwmm;2022-12-02;2023-01-11;RENT;13033;professional;APPT;1690;;SG;3,5;28;subscription;;;;;;;;;;;;;;
zod.6nl3k;2021-09-13;2021-09-19;RENT;386784;private;APPT;950;50;SH;2;33;premium;;;;;;;;;;;;;;
zoe.o07up;2022-09-20;2022-09-20;BUY;397118;professional;HOUSE;490000;267;TI;5;27;subscription;;;;;;;;;;;;;;
zoq.7687t;2022-10-20;2022-11-29;RENT;54907;professional;APPT;1850;83;OW;4,5;9;subscription;;;;;;;;;;;;;;
zow.w9o8i;2021-07-10;2022-01-26;RENT;309401;private;INDUS;1750;148;ZH;;31;basic;;;;;;;;;;;;;;
zp6.rpvf9;2022-08-27;2022-08-27;RENT;439242;professional;APPT;800;43;ZH;1,5;22;subscription;;;;;;;;;;;;;;
zpj.ws5dm;2022-04-26;2022-06-01;RENT;389973;professional;APPT;1730;57;BS;2,5;15;subscription;;;;;;;;;;;;;;
zr6.v54jj;2022-09-22;2022-09-28;BUY;447930;professional;APPT;1550000;;SG;4,5;7;subscription;;;;;;;;;;;;;;
zr8.q0uo6;2022-11-23;2022-11-23;RENT;54907;professional;GASTRO;;228;SZ;;9;subscription;;;;;;;;;;;;;;
zrr.t8krl;2022-11-22;2022-11-22;RENT;387305;professional;APPT;1300;;TI;3,5;10;subscription;;;;;;;;;;;;;;
zru.vqc3y;2021-07-02;2021-07-12;BUY;307336;private;APPT;574000;75;AG;3,5;33;premium;;;;;;;;;;;;;;
zs4.te663;2022-10-06;2022-10-31;RENT;447319;professional;APPT;1175;59;SG;2,5;4;subscription;;;;;;;;;;;;;;
zth.kuwts;2022-09-23;2022-09-25;RENT;387959;private;APPT;1750;63;BE;3;32;middle;;;;;;;;;;;;;;
ztt.bpf0t;2022-10-10;2022-12-12;BUY;290536;professional;HOUSE;790000;165;TI;7;25;subscription;;;;;;;;;;;;;;
zty.31h34;2023-01-13;2023-01-19;BUY;594;professional;HOUSE;1175000;155;TG;7,5;16;subscription;;;;;;;;;;;;;;
zu3.y56yc;2022-06-01;2022-08-30;RENT;358;professional;APPT;1880;109;ZH;4,5;7;subscription;;;;;;;;;;;;;;
zu8.pzqq5;2022-11-05;2022-11-05;RENT;600;professional;APPT;650;69;ZH;2,5;18;subscription;;;;;;;;;;;;;;
zvh.spugi;2022-11-17;2023-01-19;BUY;79920;professional;APPT;1920000;113;ZH;4,5;18;subscription;;;;;;;;;;;;;;
zvk.da68d;2022-09-27;2022-10-24;RENT;13023;professional;APPT;3200;118;ZH;4,5;25;subscription;;;;;;;;;;;;;;
zvv.w25go;2023-01-10;2023-01-23;RENT;516;professional;APPT;990;30;ZH;1,5;13;subscription;;;;;;;;;;;;;;
zvw.idg2p;2022-08-19;2022-08-21;BUY;719;professional;HOUSE;2100000;690;LU;;21;subscription;;;;;;;;;;;;;;
zx0.dxb78;2022-12-29;2023-01-05;RENT;207310;professional;INDUS;1600;;ZH;3,5;10;subscription;;;;;;;;;;;;;;
zxa.mlbf7;2022-04-14;2022-10-18;BUY;397609;professional;HOUSE;1503000;150;ZH;5,5;29;subscription;;;;;;;;;;;;;;
zxc.5fv0i;2021-06-29;2021-07-06;RENT;489127;private;APPT;1800;80;AG;3,5;33;premium;;;;;;;;;;;;;;
zxe.w8l5j;2022-11-17;2022-11-17;BUY;79920;professional;APPT;1840000;100;ZH;4,5;18;subscription;;;;;;;;;;;;;;
zxi.cit7w;2022-08-13;2022-08-13;RENT;516;professional;APPT;700;99;SG;3,5;13;subscription;;;;;;;;;;;;;;
zxz.19ybk;2022-05-09;2022-05-25;RENT;395655;professional;APPT;1650;;VD;5,5;26;subscription;;;;;;;;;;;;;;
zy8.6jghd;2022-08-10;2022-08-18;RENT;110622;professional;APPT;1660;79;LU;2,5;25;subscription;;;;;;;;;;;;;;
zzd.3vpgc;2022-07-07;2022-07-07;BUY;79924;professional;INDUS;1200000;192;ZH;;19;subscription;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;
